id,parent_id,elapsed_ns,span_name,file_name,call_depth,metadata
99081665703313410,99081665703313409,100631,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"56"; "sample_time":"1"}
105835140999020546,105835140999020545,114931,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"27"; "sample_time":"1"}
56298293877014530,56298293877014529,96181,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"52"; "sample_time":"1"}
105835140999020545,105834591243206658,125931,find_channel_events,trace-to-events/src/processing.rs,3,{}
99081665703313409,105834591243206658,114931,find_channel_events,trace-to-events/src/processing.rs,3,{}
96829041255907329,105834591243206658,139241,find_channel_events,trace-to-events/src/processing.rs,3,{}
105834591243206658,105834591243206657,112091,process,trace-to-events/src/processing.rs,2,{}
4505798650626050,4505798650626049,104841,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"49"; "sample_time":"1"}
56298293877014529,105834591243206658,107111,find_channel_events,trace-to-events/src/processing.rs,3,{}
105834591243206658,105834591243206657,114611,process,trace-to-events/src/processing.rs,2,{}
105834591243206658,105834591243206657,117241,process,trace-to-events/src/processing.rs,2,{}
4505798650626049,105834591243206658,115641,find_channel_events,trace-to-events/src/processing.rs,3,{}
105834591243206658,105834591243206657,119461,process,trace-to-events/src/processing.rs,2,{}
105834591243206658,105834591243206657,123471,process,trace-to-events/src/processing.rs,2,{}
105835965632741378,105835965632741377,288652,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"40"; "sample_time":"1"}
105835965632741377,105834591243206658,306292,find_channel_events,trace-to-events/src/processing.rs,3,{}
27022697275850754,27022697275850753,94710,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"29"; "sample_time":"1"}
105834591243206658,105834591243206657,108620,process,trace-to-events/src/processing.rs,2,{}
27022697275850753,105834591243206658,104620,find_channel_events,trace-to-events/src/processing.rs,3,{}
105834591243206658,105834591243206657,114710,process,trace-to-events/src/processing.rs,2,{}
105834591243206658,105834591243206657,171131,process,trace-to-events/src/processing.rs,2,{}
105834591243206657,0,475714,Trace Source Message,trace-to-events/src/main.rs,1,{}
49541520046424066,49541520046424065,89761,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"46"; "sample_time":"1"}
49541520046424065,108086391056891906,109041,find_channel_events,trace-to-events/src/processing.rs,3,{}
108086391056891906,108086391056891905,421,process,trace-to-events/src/processing.rs,2,{}
101333465516998658,101333465516998657,93762,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"46"; "sample_time":"1"}
101333465516998657,108086391056891906,103650,find_channel_events,trace-to-events/src/processing.rs,3,{}
108086391056891906,108086391056891905,14850,process,trace-to-events/src/processing.rs,2,{}
72060342816997378,72060342816997377,111371,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"31"; "sample_time":"1"}
69806618857963522,69806618857963521,97412,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"0"; "sample_time":"1"}
69806618857963521,108086391056891906,110902,find_channel_events,trace-to-events/src/processing.rs,3,{}
72060342816997377,108086391056891906,131271,find_channel_events,trace-to-events/src/processing.rs,3,{}
108086391056891906,108086391056891905,50871,process,trace-to-events/src/processing.rs,2,{}
108086940812705794,108086940812705793,111591,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"46"; "sample_time":"1"}
108086391056891906,108086391056891905,55751,process,trace-to-events/src/processing.rs,2,{}
58550093690699778,58550093690699777,115831,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"45"; "sample_time":"1"}
108086940812705793,108086391056891906,120341,find_channel_events,trace-to-events/src/processing.rs,3,{}
58550093690699777,108086391056891906,129771,find_channel_events,trace-to-events/src/processing.rs,3,{}
